Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,SPID,GOID,GO_id,term,GOSlim_bin,aspect,contig
comp138941_c0_seq1,sp,Q6ZPY2,SMG5_MOUSE,40.69,376,212,7,1406,303,644,1016,2.00E-71,259,Q6ZPY2,GO:0035303,GO:0035303,regulation of dephosphorylation,other metabolic processes,P,138941
comp138953_c1_seq1,sp,Q8MPM1,GELS2_LUMTE,57.77,367,153,2,92,1189,1,366,3.00E-142,432,Q8MPM1,GO:0051693,GO:0051693,actin filament capping,protein metabolism,P,138953
comp138954_c0_seq2,sp,Q5RC32,MDM1_PONAB,29.89,261,152,9,507,1268,146,382,7.00E-19,95.5,Q5RC32,GO:0060041,GO:0060041,retina development in camera-type eye,developmental processes,P,138954
comp138956_c0_seq3,sp,Q8R5C8,ZMY11_MOUSE,39.7,267,153,5,2,790,55,317,1.00E-57,210,Q8R5C8,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138956
comp138964_c0_seq1,sp,P80317,TCPZ_MOUSE,77.4,531,120,0,1956,364,1,531,0,840,P80317,GO:0006457,GO:0006457,protein folding,protein metabolism,P,138964
comp138967_c0_seq1,sp,Q4UMH6,Y381_RICFE,28.13,455,285,7,484,1743,674,1121,2.00E-38,157,Q4UMH6,GO:0015969,GO:0015969,guanosine tetraphosphate metabolic process,other metabolic processes,P,138967
comp138968_c0_seq4,sp,A7KBS4,ZSC4D_MOUSE,43.24,74,37,1,303,82,436,504,9.00E-13,73.9,A7KBS4,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138968
comp138968_c0_seq1,sp,Q6NX45,ZN774_HUMAN,32.68,153,80,5,895,458,63,199,9.00E-10,65.1,Q6NX45,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138968
comp138968_c0_seq2,sp,Q91VN1,ZNF24_MOUSE,43.04,79,42,2,522,292,283,360,1.00E-10,67.4,Q91VN1,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P,138968
comp138968_c0_seq5,sp,Q9BYN7,ZN341_HUMAN,49.06,53,27,0,440,282,591,643,7.00E-12,72,Q9BYN7,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138968
comp138969_c1_seq1,sp,Q06205,FKBP4_YEAST,42.57,101,56,2,188,490,290,388,1.00E-13,77.4,Q06205,GO:0006334,GO:0006334,nucleosome assembly,cell organization and biogenesis,P,138969
comp138969_c1_seq5,sp,Q32PA9,FKBP2_BOVIN,76.11,113,27,0,179,517,28,140,4.00E-52,181,Q32PA9,GO:0000413,GO:0000413,protein peptidyl-prolyl isomerization,protein metabolism,P,138969
comp138969_c1_seq3,sp,Q66H94,FKBP9_RAT,44.74,114,60,2,179,514,257,369,3.00E-18,92.8,Q66H94,GO:0018208,GO:0018208,peptidyl-proline modification,protein metabolism,P,138969
comp138975_c2_seq1,sp,Q5U4Q0,WAC_XENTR,53.19,94,44,0,447,728,528,621,4.00E-19,95.1,Q5U4Q0,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138975
comp138979_c0_seq1,sp,Q91W78,USB1_MOUSE,40.53,227,127,4,84,749,43,266,9.00E-49,169,Q91W78,GO:0008150,GO:0008150,biological_process,other biological processes,P,138979
comp138980_c0_seq1,sp,Q6NY77,HOGA1_DANRE,60.26,302,120,0,1040,135,23,324,9.00E-116,348,Q6NY77,GO:0009436,GO:0009436,glyoxylate catabolic process,other metabolic processes,P,138980
comp138981_c0_seq4,sp,P08240,SRPR_HUMAN,51.43,105,45,2,13,315,52,154,5.00E-19,87.4,P08240,GO:0006412,GO:0006412,translation,protein metabolism,P,138981
comp138981_c0_seq2,sp,Q9DBG7,SRPR_MOUSE,64.97,431,149,2,11,1300,206,635,0,546,Q9DBG7,GO:0006614,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,transport,P,138981
comp138984_c1_seq5,sp,B7ZRU9,EVI1A_XENLA,42.47,73,41,1,635,850,713,785,8.00E-11,69.3,B7ZRU9,GO:0048793,GO:0048793,pronephros development,developmental processes,P,138984
comp138984_c1_seq14,sp,P08154,EGR1_RAT,51.92,52,20,1,794,949,342,388,5.00E-09,61.2,P08154,GO:0070498,GO:0070498,interleukin-1-mediated signaling pathway,signal transduction,P,138984
comp138984_c1_seq10,sp,P51502,ZNF80_CHLAE,41.98,81,42,2,644,883,73,149,2.00E-11,65.9,P51502,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138984
comp138984_c1_seq16,sp,Q14591,ZN271_HUMAN,50.79,63,21,1,249,407,188,250,6.00E-10,65.1,Q14591,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138984
comp138984_c1_seq4,sp,Q14591,ZN271_HUMAN,50.79,63,21,1,249,407,188,250,5.00E-11,65.1,Q14591,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138984
comp138984_c1_seq8,sp,Q3B7N9,MYNN_BOVIN,58.33,48,20,0,267,410,416,463,2.00E-09,62.8,Q3B7N9,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138984
comp138984_c1_seq15,sp,Q5R5U3,ZN271_PONAB,49.21,63,22,1,249,407,205,267,2.00E-10,62.8,Q5R5U3,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138984
comp138984_c1_seq1,sp,Q6ZMW2,ZN782_HUMAN,52.94,51,24,0,698,850,590,640,2.00E-08,58.9,Q6ZMW2,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,138984
comp138984_c1_seq3,sp,Q9NQZ8,ZNF71_HUMAN,28.49,186,101,8,434,937,7,178,7.00E-08,58.9,Q9NQZ8,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138984
comp138984_c1_seq12,sp,Q9UJQ4,SALL4_HUMAN,47.69,65,34,0,722,916,364,428,1.00E-11,71.6,Q9UJQ4,GO:0000122,GO:0000122,negative regulation of transcription from RNA polymerase II promoter,RNA metabolism,P,138984
comp138984_c1_seq2,sp,Q9UL36,ZN236_HUMAN,34.33,134,77,3,569,937,1082,1215,3.00E-12,71.2,Q9UL36,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138984
comp138984_c1_seq6,sp,Q9UL36,ZN236_HUMAN,35.51,138,77,4,569,949,1082,1218,8.00E-12,72.4,Q9UL36,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,138984
comp138988_c1_seq3,sp,O94986,CE152_HUMAN,39.6,101,55,1,1425,1709,1206,1306,9.00E-09,63.5,O94986,GO:0000278,GO:0000278,mitotic cell cycle,cell cycle and proliferation,P,138988
comp138999_c3_seq1,sp,B1WBU4,ZBT8A_RAT,44.83,58,32,0,931,1104,264,321,5.00E-10,65.1,B1WBU4,GO:0008150,GO:0008150,biological_process,other biological processes,P,138999
comp139000_c1_seq3,sp,Q9XSJ0,UCHL5_BOVIN,68.71,310,89,2,1400,492,4,312,1.00E-156,455,Q9XSJ0,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,139000
comp139000_c1_seq5,sp,Q9XSJ0,UCHL5_BOVIN,68.71,310,89,2,1495,587,4,312,3.00E-156,455,Q9XSJ0,GO:0010951,GO:0010951,negative regulation of endopeptidase activity,other biological processes,P,139000
comp139004_c0_seq2,sp,P91929,NDUAA_DROME,33.94,383,236,11,131,1249,7,382,2.00E-53,194,P91929,GO:0006810,GO:0006810,transport,transport,P,139004
comp139007_c0_seq1,sp,Q9NFT7,HXK2_DROME,48.87,444,225,2,1825,500,42,485,2.00E-148,449,Q9NFT7,GO:0006096,GO:0006096,glycolysis,other metabolic processes,P,139007
comp139008_c1_seq2,sp,Q05609,CTR1_ARATH,38.65,282,148,8,1099,272,546,808,2.00E-38,154,Q05609,GO:0009750,GO:0009750,response to fructose stimulus,other biological processes,P,139008
comp139008_c1_seq1,sp,Q5UQG7,YR818_MIMIV,32.5,280,176,5,918,88,787,1056,7.00E-31,131,Q5UQG7,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,139008
comp139011_c0_seq7,sp,Q03168,ASPP_AEDAE,68.33,60,19,0,2,181,328,387,9.00E-25,98.6,Q03168,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,139011
comp139012_c2_seq3,sp,Q6UXX5,ITIH6_HUMAN,42.05,176,101,1,74,598,29,204,4.00E-31,129,Q6UXX5,GO:0010466,GO:0010466,negative regulation of peptidase activity,other biological processes,P,139012
comp139012_c2_seq2,sp,Q8IXL7,MSRB3_HUMAN,67.35,49,15,1,213,67,128,175,3.00E-16,74.3,Q8IXL7,GO:0030091,GO:0030091,protein repair,protein metabolism,P,139012
comp139013_c6_seq1,sp,Q8MS27,RM35_DROME,46.34,123,65,1,578,946,48,169,9.00E-26,107,Q8MS27,GO:0006412,GO:0006412,translation,protein metabolism,P,139013
comp139014_c0_seq1,sp,Q13823,NOG2_HUMAN,65.03,366,122,4,2578,1490,1,363,3.00E-145,454,Q13823,GO:0042254,GO:0042254,ribosome biogenesis,other biological processes,P,139014
comp139014_c0_seq2,sp,Q13823,NOG2_HUMAN,58.11,549,206,5,1745,162,1,546,0,607,Q13823,GO:0042254,GO:0042254,ribosome biogenesis,other biological processes,P,139014
comp139016_c1_seq1,sp,O16025,AOSL_PLEHO,37.32,142,89,0,2,427,922,1063,2.00E-26,112,O16025,GO:0006633,GO:0006633,fatty acid biosynthetic process,other metabolic processes,P,139016
comp139016_c0_seq2,sp,Q6P7W0,SENP6_MOUSE,64.75,139,47,1,162,578,667,803,4.00E-58,202,Q6P7W0,GO:0070646,GO:0070646,protein modification by small protein removal,protein metabolism,P,139016
comp139016_c0_seq5,sp,Q9GZR1,SENP6_HUMAN,64.75,139,47,1,1430,1846,647,783,4.00E-53,201,Q9GZR1,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,139016
comp139019_c0_seq10,sp,P09988,H31_SCHPO,68.93,103,30,1,139,447,33,133,3.00E-38,141,P09988,GO:0006974,GO:0006974,response to DNA damage stimulus,stress response,P,139019
comp139019_c0_seq7,sp,P09988,H31_SCHPO,68.93,103,30,1,139,447,33,133,4.00E-38,141,P09988,GO:0006334,GO:0006334,nucleosome assembly,cell organization and biogenesis,P,139019
comp139019_c0_seq8,sp,P90543,H3_EUPCR,66.36,107,34,2,128,448,29,133,5.00E-37,138,P90543,GO:0006334,GO:0006334,nucleosome assembly,cell organization and biogenesis,P,139019
comp139025_c1_seq2,sp,O35550,RABE1_RAT,56.9,116,49,1,139,483,207,322,3.00E-33,130,O35550,GO:0043547,GO:0043547,positive regulation of GTPase activity,other biological processes,P,139025
comp139025_c4_seq1,sp,O35551,RABE1_MOUSE,34.67,150,91,1,549,121,14,163,2.00E-07,54.3,O35551,GO:0006810,GO:0006810,transport,transport,P,139025
comp139025_c3_seq13,sp,O60290,ZN862_HUMAN,26.05,499,319,14,1853,393,642,1102,3.00E-36,149,O60290,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,139025
comp139025_c3_seq5,sp,O60290,ZN862_HUMAN,31.25,224,132,4,682,17,430,633,8.00E-26,115,O60290,GO:0008150,GO:0008150,biological_process,other biological processes,P,139025
comp139026_c0_seq4,sp,P26652,TIMP3_CHICK,28.38,229,129,8,965,291,1,198,4.00E-16,81.6,P26652,GO:0043086,GO:0043086,negative regulation of catalytic activity,other biological processes,P,139026
comp139027_c1_seq1,sp,Q9Y6J0,CABIN_HUMAN,38.37,907,502,24,568,3180,333,1218,5.00E-163,537,Q9Y6J0,GO:0060548,GO:0060548,negative regulation of cell death,death,P,139027
comp139027_c1_seq2,sp,Q9Y6J0,CABIN_HUMAN,30.9,424,254,13,568,1773,333,739,3.00E-37,153,Q9Y6J0,GO:0007166,GO:0007166,cell surface receptor linked signal transduction,signal transduction,P,139027
comp139028_c0_seq1,sp,P31319,KAPR_APLCA,86.51,378,46,3,1868,750,1,378,0,679,P31319,GO:0007165,GO:0007165,signal transduction,signal transduction,P,139028
comp139028_c0_seq2,sp,Q8TF77,KAPR_MUCCL,42.81,285,161,1,1613,759,142,424,2.00E-66,232,Q8TF77,GO:0007165,GO:0007165,signal transduction,signal transduction,P,139028
comp139031_c0_seq1,sp,Q9UJ70,NAGK_HUMAN,43.36,339,189,1,25,1032,5,343,1.00E-103,320,Q9UJ70,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,139031
comp139035_c0_seq1,sp,Q5R8L2,BMI1_PONAB,53.85,221,94,3,2009,1365,9,227,7.00E-71,240,Q5R8L2,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,139035
comp139040_c3_seq1,sp,Q9GZQ3,COMD5_HUMAN,43.2,206,117,0,1546,929,19,224,4.00E-53,186,Q9GZQ3,GO:0007050,GO:0007050,cell cycle arrest,cell cycle and proliferation,P,139040
comp139042_c0_seq2,sp,Q149F1,RUSD2_MOUSE,39.78,450,232,4,192,1538,142,553,3.00E-107,338,Q149F1,GO:0009451,GO:0009451,RNA modification,RNA metabolism,P,139042
comp139042_c0_seq1,sp,Q3ECD0,PUS2_ARATH,27.82,133,84,4,612,980,230,360,2.00E-06,54.3,Q3ECD0,GO:0001522,GO:0001522,pseudouridine synthesis,RNA metabolism,P,139042
comp139048_c1_seq1,sp,Q6GMG6,S5A3B_DANRE,39.59,245,145,2,96,824,205,448,1.00E-51,181,Q6GMG6,GO:0006810,GO:0006810,transport,transport,P,139048
comp139049_c2_seq1,sp,O95487,SC24B_HUMAN,59.1,665,269,3,3284,1293,604,1266,0,822,O95487,GO:0006886,GO:0006886,intracellular protein transport,transport,P,139049
comp139049_c2_seq3,sp,O95487,SC24B_HUMAN,65.13,522,180,2,1612,50,604,1124,0,707,O95487,GO:0002474,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,other biological processes,P,139049
comp139051_c0_seq2,sp,O75417,DPOLQ_HUMAN,52.98,285,122,3,2335,1514,2307,2590,2.00E-89,316,O75417,GO:0006974,GO:0006974,response to DNA damage stimulus,stress response,P,139051
comp139053_c0_seq1,sp,Q8C0R9,LRRD1_MOUSE,27.72,635,405,11,2717,858,140,735,2.00E-48,190,Q8C0R9,GO:0008150,GO:0008150,biological_process,other biological processes,P,139053
comp139056_c2_seq2,sp,Q13127,REST_HUMAN,37.84,74,44,2,9,230,265,336,1.00E-08,60.5,Q13127,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P,139056
comp139056_c2_seq4,sp,Q96SQ5,ZN587_HUMAN,32.35,102,62,2,6,311,451,545,7.00E-07,54.7,Q96SQ5,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,139056
comp139057_c0_seq3,sp,Q5NUA6,NF2L2_BOVIN,70.37,27,8,0,494,414,12,38,1.00E-05,50.1,Q5NUA6,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,139057
comp139057_c0_seq4,sp,Q5RA25,NF2L1_PONAB,50.88,57,23,2,397,561,4,57,2.00E-09,59.7,Q5RA25,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,139057
comp139057_c0_seq2,sp,Q5ZL67,NF2L1_CHICK,53.52,142,66,0,1206,781,612,753,8.00E-33,140,Q5ZL67,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,139057
comp139059_c1_seq3,sp,A8XV95,GELS1_CAEBR,29.94,167,100,5,978,493,21,175,2.00E-16,83.6,A8XV95,GO:0051693,GO:0051693,actin filament capping,protein metabolism,P,139059
comp139059_c1_seq4,sp,Q21253,GELS1_CAEEL,30.06,163,105,4,963,478,21,175,5.00E-16,82.4,Q21253,GO:0051014,GO:0051014,actin filament severing,other biological processes,P,139059
comp139059_c1_seq9,sp,Q29261,VILI_PIG,50.93,324,152,3,971,3,386,703,7.00E-100,318,Q29261,GO:0006915,GO:0006915,apoptosis,death,P,139059
comp139062_c1_seq2,sp,P26443,DHE3_MOUSE,72.48,476,131,0,179,1606,57,532,0,754,P26443,GO:0032024,GO:0032024,positive regulation of insulin secretion,transport,P,139062
comp139065_c1_seq2,sp,P18428,LBP_HUMAN,27.6,413,290,5,22,1260,75,478,3.00E-49,180,P18428,GO:0034145,GO:0034145,positive regulation of toll-like receptor 4 signaling pathway,signal transduction,P,139065
comp139065_c1_seq1,sp,P55065,PLTP_MOUSE,24.53,428,304,6,4,1272,56,469,3.00E-31,130,P55065,GO:0006869,GO:0006869,lipid transport,transport,P,139065
comp139066_c0_seq2,sp,A2AJ88,PLPL7_MOUSE,48.39,868,375,14,2477,36,67,915,0,754,A2AJ88,GO:0006629,GO:0006629,lipid metabolic process,other metabolic processes,P,139066
comp139066_c0_seq1,sp,Q5RDS0,PLPL6_PONAB,58.39,411,155,4,3,1223,917,1315,1.00E-154,482,Q5RDS0,GO:0046470,GO:0046470,phosphatidylcholine metabolic process,other metabolic processes,P,139066
comp139066_c0_seq4,sp,Q5RDS0,PLPL6_PONAB,58.39,411,155,4,3,1223,917,1315,9.00E-154,481,Q5RDS0,GO:0016042,GO:0016042,lipid catabolic process,other metabolic processes,P,139066
comp139067_c0_seq2,sp,Q96T37,RBM15_HUMAN,54.79,188,84,1,1987,1427,344,531,6.00E-59,221,Q96T37,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P,139067
comp139068_c0_seq1,sp,P21872,PUR2_CHICK,60.97,638,249,0,1916,3,1,638,0,749,P21872,GO:0006144,GO:0006144,purine base metabolic process,other metabolic processes,P,139068
comp139070_c0_seq2,sp,A4QN59,DPH2_DANRE,48.7,460,213,8,281,1603,32,487,4.00E-148,442,A4QN59,GO:0017183,GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,protein metabolism,P,139070
comp139070_c0_seq1,sp,A7SKJ3,DPH2_NEMVE,53.26,276,118,3,165,974,261,531,1.00E-94,298,A7SKJ3,GO:0017183,GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,protein metabolism,P,139070
comp139071_c1_seq5,sp,Q3UCV8,F105B_MOUSE,39.48,271,155,5,1457,651,81,344,2.00E-59,209,Q3UCV8,GO:0008150,GO:0008150,biological_process,other biological processes,P,139071
comp139071_c1_seq6,sp,Q3UCV8,F105B_MOUSE,39.48,271,155,5,1534,728,81,344,2.00E-59,209,Q3UCV8,GO:0008150,GO:0008150,biological_process,other biological processes,P,139071
comp139074_c0_seq2,sp,P16554,NUMB_DROME,54.25,341,102,8,1548,622,60,378,1.00E-106,340,P16554,GO:0045807,GO:0045807,positive regulation of endocytosis,transport,P,139074
comp139075_c0_seq3,sp,Q8R331,ZNHI1_MOUSE,54.47,123,50,2,92,457,37,154,7.00E-36,135,Q8R331,GO:0008150,GO:0008150,biological_process,other biological processes,P,139075
comp139075_c0_seq5,sp,Q8R331,ZNHI1_MOUSE,54.47,123,50,2,92,457,37,154,6.00E-36,135,Q8R331,GO:0008150,GO:0008150,biological_process,other biological processes,P,139075
comp139079_c1_seq2,sp,Q9BXW9,FACD2_HUMAN,44.48,308,167,3,11,931,1103,1407,1.00E-73,256,Q9BXW9,GO:0007049,GO:0007049,cell cycle,cell cycle and proliferation,P,139079
comp139079_c1_seq3,sp,Q9BXW9,FACD2_HUMAN,52.54,177,84,0,6,536,1233,1409,3.00E-53,192,Q9BXW9,GO:0007129,GO:0007129,synapsis,cell cycle and proliferation,P,139079
comp139080_c0_seq2,sp,Q5R5I4,UB2L3_PONAB,65.56,151,48,3,3,449,2,150,1.00E-44,165,Q5R5I4,GO:0016567,GO:0016567,protein ubiquitination,protein metabolism,P,139080
comp139086_c0_seq2,sp,Q9Z0R6,ITSN2_MOUSE,44.19,86,47,1,1036,1293,16,100,7.00E-12,73.6,Q9Z0R6,GO:0006897,GO:0006897,endocytosis,transport,P,139086
comp139086_c0_seq4,sp,Q9Z0R6,ITSN2_MOUSE,44.19,86,47,1,948,1205,16,100,5.00E-12,73.9,Q9Z0R6,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,139086
comp139087_c2_seq1,sp,Q9IR51,MREP_MDV1,34.4,125,79,2,770,1144,159,280,3.00E-13,73.9,Q9IR51,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,139087
comp139087_c2_seq4,sp,Q9IR51,MREP_MDV1,34.4,125,79,2,658,1032,159,280,2.00E-13,73.9,Q9IR51,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,139087
comp139091_c0_seq1,sp,A0AUR5,F188A_DANRE,46.38,442,223,5,71,1360,7,446,6.00E-128,396,A0AUR5,GO:0006915,GO:0006915,apoptosis,death,P,139091
comp139092_c1_seq1,sp,A5D7F8,SH3R1_BOVIN,53.19,47,18,2,221,84,9,52,5.00E-09,58.2,A5D7F8,GO:0046328,GO:0046328,regulation of JNK cascade,signal transduction,P,139092
comp139092_c0_seq1,sp,Q2EMV9,PAR14_MOUSE,40.45,178,104,2,751,1278,815,992,3.00E-25,117,Q2EMV9,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,139092
comp139093_c0_seq2,sp,Q08093,CNN2_MOUSE,39.82,113,65,3,58,393,155,265,7.00E-12,70.1,Q08093,GO:0031032,GO:0031032,actomyosin structure organization,cell organization and biogenesis,P,139093
comp139095_c0_seq2,sp,Q02979,GDE1_YEAST,36.78,174,104,3,733,218,1041,1210,8.00E-26,113,Q02979,GO:0006629,GO:0006629,lipid metabolic process,other metabolic processes,P,139095
comp139095_c0_seq1,sp,Q9NPB8,GPCP1_HUMAN,32.02,659,403,13,2074,146,5,634,2.00E-88,300,Q9NPB8,GO:0006071,GO:0006071,glycerol metabolic process,other metabolic processes,P,139095
comp139096_c6_seq1,sp,Q86TW2,ADCK1_HUMAN,59.59,245,95,2,3,728,266,509,3.00E-99,306,Q86TW2,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,139096
comp139098_c0_seq1,sp,P24329,THTR_RAT,37.45,275,164,6,1628,819,8,279,5.00E-51,182,P24329,GO:0016226,GO:0016226,iron-sulfur cluster assembly,other metabolic processes,P,139098
comp139100_c0_seq1,sp,P97363,SPTC2_MOUSE,61.66,493,187,2,1874,402,47,539,0,654,P97363,GO:0009058,GO:0009058,biosynthetic process,other metabolic processes,P,139100
comp139102_c0_seq1,sp,Q6DG22,ADA_DANRE,48.28,348,174,3,161,1198,11,354,3.00E-111,339,Q6DG22,GO:0046103,GO:0046103,inosine biosynthetic process,other metabolic processes,P,139102
comp139106_c5_seq1,sp,Q10341,CYS2_SCHPO,47.83,437,162,6,1396,281,67,502,3.00E-132,402,Q10341,GO:0019344,GO:0019344,cysteine biosynthetic process,other metabolic processes,P,139106
comp139109_c1_seq1,sp,O15995,CCNE_HEMPU,53.44,393,174,4,191,1357,31,418,3.00E-124,380,O15995,GO:0000079,GO:0000079,regulation of cyclin-dependent protein kinase activity,cell cycle and proliferation,P,139109
comp139109_c1_seq2,sp,Q8MUK3,CCNE_CAEBR,32.58,264,166,6,27,788,232,493,4.00E-43,164,Q8MUK3,GO:0007049,GO:0007049,cell cycle,cell cycle and proliferation,P,139109
comp139111_c0_seq1,sp,Q9UTA8,YL8A_SCHPO,40.22,179,85,4,751,239,13,177,5.00E-31,122,Q9UTA8,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,139111
comp139114_c0_seq2,sp,P09543,CN37_HUMAN,27.54,414,236,16,1253,57,34,398,3.00E-33,134,P09543,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,139114
comp139118_c2_seq2,sp,Q13371,PHLP_HUMAN,47.42,194,87,3,52,588,89,282,4.00E-57,192,Q13371,GO:0050896,GO:0050896,response to stimulus,other biological processes,P,139118
comp139119_c0_seq6,sp,A7STV9,SLX1_NEMVE,51.91,131,62,1,2,391,31,161,3.00E-35,128,A7STV9,GO:0006281,GO:0006281,DNA repair,stress response,P,139119
comp139119_c0_seq2,sp,B6HK90,SLX1_PENCW,40.3,67,39,1,63,263,231,296,5.00E-09,57.4,B6HK90,GO:0006310,GO:0006310,DNA recombination,DNA metabolism,P,139119
comp139121_c0_seq1,sp,Q91X52,DCXR_MOUSE,46.12,245,130,2,103,837,1,243,9.00E-68,221,Q91X52,GO:0006006,GO:0006006,glucose metabolic process,other metabolic processes,P,139121
comp139131_c0_seq1,sp,Q6GPD0,RHG32_XENLA,47.43,175,91,1,526,2,117,290,1.00E-50,181,Q6GPD0,GO:0007154,GO:0007154,cell communication,other biological processes,P,139131
comp139131_c3_seq2,sp,Q6GPD0,RHG32_XENLA,58.27,369,141,5,2254,1169,285,647,2.00E-133,440,Q6GPD0,GO:0043547,GO:0043547,positive regulation of GTPase activity,other biological processes,P,139131
comp139141_c1_seq1,sp,B4JTF5,HH_DROGR,33.62,116,48,2,3680,3333,125,211,3.00E-06,55.5,B4JTF5,GO:0009653,GO:0009653,anatomical structure morphogenesis,other biological processes,P,139141
comp139142_c1_seq1,sp,Q5RB37,ITIH3_PONAB,36.96,598,345,12,3428,1662,41,615,7.00E-104,354,Q5RB37,GO:0030212,GO:0030212,hyaluronan metabolic process,other metabolic processes,P,139142
comp139145_c0_seq2,sp,O60573,IF4E2_HUMAN,65.32,222,62,2,63,683,1,222,8.00E-95,297,O60573,GO:0019221,GO:0019221,cytokine-mediated signaling pathway,signal transduction,P,139145
comp139148_c0_seq8,sp,A7ZEB6,GRPE_CAMC1,33.78,148,91,3,1201,758,38,178,4.00E-19,89.4,A7ZEB6,GO:0006950,GO:0006950,response to stress,stress response,P,139148
comp139148_c0_seq11,sp,P97576,GRPE1_RAT,59.48,153,59,3,1190,735,67,217,3.00E-54,187,P97576,GO:0006457,GO:0006457,protein folding,protein metabolism,P,139148
comp139148_c0_seq4,sp,P97576,GRPE1_RAT,59.48,153,59,3,1257,802,67,217,4.00E-54,187,P97576,GO:0006457,GO:0006457,protein folding,protein metabolism,P,139148
