GeoID,SPID,evalue,ProteinName,Organism
comp139949_c1_seq1,O95714,0,E3 ubiquitin-protein ligase HERC2 (EC 6.3.2.-) (HECT domain and RCC1-like domain-containing protein 2),Homo sapiens (Human)
comp139949_c1_seq3,O95714,0,E3 ubiquitin-protein ligase HERC2 (EC 6.3.2.-) (HECT domain and RCC1-like domain-containing protein 2),Homo sapiens (Human)
comp139949_c1_seq4,Q9V4N3,3E-15,Cytochrome b5 (CYTB5),Drosophila melanogaster (Fruit fly)
comp139951_c0_seq1,Q7F9U3,6E-83,"""Electron transfer flavoprotein subunit beta, mitochondrial (Beta-ETF)""",Os04g10400 OsJ
comp139951_c0_seq2,P38117,3E-100,Electron transfer flavoprotein subunit beta (Beta-ETF),Homo sapiens (Human)
comp139953_c0_seq1,Q4G056,0,Tyrosyl-DNA phosphodiesterase 1 (Tyr-DNA phosphodiesterase 1) (EC 3.1.4.-),Rattus norvegicus (Rat)
comp139954_c0_seq1,Q54ZW0,1E-164,Putative phagocytic receptor 1b (SrfA-induced gene C protein),G0277273
comp139954_c0_seq2,Q9DBU0,0,Transmembrane 9 superfamily member 1,Mus musculus (Mouse)
comp139955_c0_seq1,Q923D5,6E-42,WW domain-binding protein 11 (WBP-11) (Splicing factor that interacts with PQBP-1 and PP1),Mus musculus (Mouse)
comp139958_c1_seq1,Q6ZQ29,2E-08,Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Thousand and one amino acid protein 2),Mus musculus (Mouse)
comp139958_c1_seq2,O15075,3E-11,Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin domain-containing protein 3A) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1),Homo sapiens (Human)
comp139961_c1_seq1,Q3SZP8,1E-135,Transcriptional adapter 2-alpha (Transcriptional adapter 2-like) (ADA2-like protein),Bos taurus (Bovine)
comp139962_c0_seq12,A2AM29,6E-11,Protein AF-9 (Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein homolog),Mus musculus (Mouse)
comp139962_c0_seq8,A2AM29,6E-11,Protein AF-9 (Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein homolog),Mus musculus (Mouse)
comp139963_c0_seq2,Q6NWX7,7E-77,N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A),Danio rerio (Zebrafish) (Brachydanio rerio)
comp139974_c0_seq1,Q58ED9,3E-95,N-alpha-acetyltransferase 20 (EC 2.3.1.88) (Methionine N-acetyltransferase) (N-acetyltransferase 5) (N-terminal acetyltransferase B complex catalytic subunit NAA20) (N-terminal acetyltransferase B complex catalytic subunit NAT5) (NatB complex subunit NAT5) (NatB catalytic subunit),Danio rerio (Zebrafish) (Brachydanio rerio)
comp139977_c0_seq1,Q5U504,3E-10,Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5),Xenopus laevis (African clawed frog)
comp139977_c0_seq2,O95198,7E-62,Kelch-like protein 2 (Actin-binding protein Mayven),Homo sapiens (Human)
comp139977_c2_seq2,Q5M7T4,7E-62,Protein YIPF4 (YIP1 family member 4),Rattus norvegicus (Rat)
comp139978_c2_seq1,O00142,1E-22,"""Thymidine kinase 2, mitochondrial (EC 2.7.1.21) (Mt-TK)""",Homo sapiens (Human)
comp139978_c2_seq2,Q9XZT6,1E-25,Deoxynucleoside kinase (EC 2.7.1.145) (Deoxyribonucleoside kinase) (Dm-dNK) (Multispecific deoxynucleoside kinase),Drosophila melanogaster (Fruit fly)
comp139980_c1_seq3,O14727,9E-06,Apoptotic protease-activating factor 1 (APAF-1),Homo sapiens (Human)
comp139980_c1_seq4,Q8BGF3,0,WD repeat-containing protein 92 (WD repeat-containing protein Monad),Mus musculus (Mouse)
comp139981_c1_seq1,Q80UG8,2E-130,Tubulin polyglutamylase TTLL4 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 4),Mus musculus (Mouse)
comp139981_c1_seq11,Q14679,3E-126,Tubulin polyglutamylase TTLL4 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 4),Homo sapiens (Human)
comp139981_c1_seq14,Q80UG8,2E-128,Tubulin polyglutamylase TTLL4 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 4),Mus musculus (Mouse)
comp139981_c1_seq9,Q80UG8,9E-131,Tubulin polyglutamylase TTLL4 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 4),Mus musculus (Mouse)
comp139982_c0_seq1,Q8BJW6,0,Eukaryotic translation initiation factor 2A (eIF-2A),Mus musculus (Mouse)
comp139982_c0_seq2,Q7ZY11,0,Eukaryotic translation initiation factor 2A (eIF-2A),Xenopus laevis (African clawed frog)
comp139983_c0_seq2,Q6PG31,5E-29,RNA-binding protein with serine-rich domain 1,Danio rerio (Zebrafish) (Brachydanio rerio)
comp139988_c0_seq1,Q178L7,2E-38,"""Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (Succinate dehydrogenase subunit 5, mitochondrial)""",Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
comp139989_c0_seq1,Q8AVP1,1E-117,Ribosome production factor 1 (Brix domain-containing protein 5) (Ribosome biogenesis protein RPF1),Xenopus laevis (African clawed frog)
comp139992_c0_seq1,P20695,1E-76,Interferon-related developmental regulator 1 (IRPR) (Nerve growth factor-inducible protein PC4),Rattus norvegicus (Rat)
comp139994_c0_seq1,Q64514,0,Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II),Mus musculus (Mouse)
comp139994_c0_seq2,Q64560,0,Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II),Rattus norvegicus (Rat)
comp139994_c0_seq3,P72186,1E-33,Pyrolysin (EC 3.4.21.-),Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)
comp139994_c0_seq5,Q64560,0,Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II),Rattus norvegicus (Rat)
comp139995_c0_seq1,Q4G061,0,Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta),Rattus norvegicus (Rat)
comp139996_c0_seq1,Q90X38,8E-98,G patch domain and KOW motifs-containing protein (Protein T54-like),Danio rerio (Zebrafish) (Brachydanio rerio)
comp139996_c0_seq2,Q9C801,4E-11,Protein MOS2,Arabidopsis thaliana (Mouse-ear cress)
comp139996_c0_seq3,Q90X38,8E-97,G patch domain and KOW motifs-containing protein (Protein T54-like),Danio rerio (Zebrafish) (Brachydanio rerio)
comp139997_c2_seq1,P49137,2E-172,MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1),Homo sapiens (Human)
comp139998_c0_seq1,A6QPU5,0,"""Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)""",Bos taurus (Bovine)
comp139999_c0_seq1,Q8K4C0,0,Dimethylaniline monooxygenase [N-oxide-forming] 5 (EC 1.14.13.8) (Dimethylaniline oxidase 5) (Hepatic flavin-containing monooxygenase 5) (FMO 5),Rattus norvegicus (Rat)
comp139999_c0_seq2,Q8K4C0,0,Dimethylaniline monooxygenase [N-oxide-forming] 5 (EC 1.14.13.8) (Dimethylaniline oxidase 5) (Hepatic flavin-containing monooxygenase 5) (FMO 5),Rattus norvegicus (Rat)
comp140000_c0_seq1,Q99963,3E-12,Endophilin-A3 (EEN-B2) (Endophilin-3) (SH3 domain protein 2C) (SH3 domain-containing GRB2-like protein 3),Homo sapiens (Human)
comp140000_c0_seq10,Q62420,1E-10,Endophilin-A1 (Endophilin-1) (SH3 domain protein 2A) (SH3 domain-containing GRB2-like protein 2) (SH3p4),Mus musculus (Mouse)
comp140000_c0_seq12,Q9BX66,1E-40,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),Homo sapiens (Human)
comp140000_c0_seq13,Q9BX66,2E-40,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),Homo sapiens (Human)
comp140000_c0_seq15,Q99963,2E-11,Endophilin-A3 (EEN-B2) (Endophilin-3) (SH3 domain protein 2C) (SH3 domain-containing GRB2-like protein 3),Homo sapiens (Human)
comp140000_c0_seq16,Q99962,8E-12,Endophilin-A1 (EEN-B1) (Endophilin-1) (SH3 domain protein 2A) (SH3 domain-containing GRB2-like protein 2),Homo sapiens (Human)
comp140000_c0_seq18,Q3SX40,2E-14,PDZ and LIM domain protein 7,Bos taurus (Bovine)
comp140000_c0_seq2,O35413,2E-34,Sorbin and SH3 domain-containing protein 2 (Arg/Abl-interacting protein 2) (ArgBP2) (Neural ArgBP2) (nArgBP2) (Sorbin),Rattus norvegicus (Rat)
comp140000_c0_seq4,Q62417,8E-39,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),Mus musculus (Mouse)
comp140000_c0_seq6,Q62417,7E-39,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),Mus musculus (Mouse)
comp140000_c0_seq7,Q99963,9E-12,Endophilin-A3 (EEN-B2) (Endophilin-3) (SH3 domain protein 2C) (SH3 domain-containing GRB2-like protein 3),Homo sapiens (Human)
comp140000_c0_seq8,Q9BX66,1E-39,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),Homo sapiens (Human)
comp140000_c0_seq9,Q99963,9E-12,Endophilin-A3 (EEN-B2) (Endophilin-3) (SH3 domain protein 2C) (SH3 domain-containing GRB2-like protein 3),Homo sapiens (Human)
comp140003_c1_seq1,Q96RW7,2E-06,Hemicentin-1 (Fibulin-6) (FIBL-6),Homo sapiens (Human)
comp140004_c0_seq1,Q9EQ15,4E-68,Guanine nucleotide-binding protein subunit beta-like protein 1 (G protein subunit beta-like protein 1) (WD repeat-containing protein 14) (WD40 repeat-containing protein deleted in VCFS) (WDVCF),Mus musculus (Mouse)
comp140004_c0_seq2,Q00808,4E-10,Vegetative incompatibility protein HET-E-1,Podospora anserina (Pleurage anserina)
comp140004_c0_seq3,Q6CFV3,3E-09,ASTRA-associated protein 1,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)
comp140004_c0_seq5,C9STX5,2E-07,ASTRA-associated protein 1,8396
comp140004_c0_seq6,Q9EQ15,3E-28,Guanine nucleotide-binding protein subunit beta-like protein 1 (G protein subunit beta-like protein 1) (WD repeat-containing protein 14) (WD40 repeat-containing protein deleted in VCFS) (WDVCF),Mus musculus (Mouse)
comp140005_c2_seq3,A7SLW1,4E-146,Branched-chain-amino-acid aminotransferase (EC 2.6.1.42),Nematostella vectensis (Starlet sea anemone)
comp140005_c2_seq4,O15382,7E-134,"""Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)""",Homo sapiens (Human)
comp140005_c4_seq3,Q4R4Q3,5E-45,Protein NDRG1 (N-myc downstream-regulated gene 1 protein),Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
comp140005_c4_seq4,O02485,5E-77,Uncharacterized protein ZK1073.1,Caenorhabditis elegans
comp140007_c0_seq1,Q3ZBX6,1E-78,"""39S ribosomal protein L3, mitochondrial (L3mt) (MRP-L3)""",Bos taurus (Bovine)
comp140009_c1_seq2,O76373,3E-102,Cytosolic carboxypeptidase 1 (EC 3.4.17.-),Caenorhabditis elegans
comp140009_c1_seq4,A9JRL3,0,Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (ATP/GTP-binding protein 1),Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp140015_c0_seq1,A1L2T6,1E-26,Zinc finger CCHC domain-containing protein 7,Xenopus laevis (African clawed frog)
comp140017_c0_seq2,Q6QHF9,5E-93,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase),Homo sapiens (Human)
comp140017_c0_seq4,Q6QHF9,2E-57,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase),Homo sapiens (Human)
comp140020_c0_seq1,Q2PFV2,2E-42,Caspase-3 (CASP-3) (EC 3.4.22.56) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12],Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
comp140020_c0_seq3,Q2PFV2,9E-41,Caspase-3 (CASP-3) (EC 3.4.22.56) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12],Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
comp140021_c1_seq1,Q8LGU7,9E-43,Nuclear ribonuclease Z (RNase Z) (EC 3.1.26.11) (Zinc phosphodiesterase NUZ) (tRNA 3 endonuclease) (tRNase Z),Arabidopsis thaliana (Mouse-ear cress)
comp140022_c0_seq4,Q6GN29,0,Atlastin-2 (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2) (ARL-6-interacting protein 2) (Aip-2),Xenopus laevis (African clawed frog)
comp140022_c0_seq5,Q6PA06,0,Atlastin-2 (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2) (ARL-6-interacting protein 2) (Aip-2),Mus musculus (Mouse)
comp140022_c0_seq6,Q6PA06,0,Atlastin-2 (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2) (ARL-6-interacting protein 2) (Aip-2),Mus musculus (Mouse)
comp140026_c1_seq1,Q96J94,0,Piwi-like protein 1,Homo sapiens (Human)
comp140026_c1_seq3,A6N7Y9,3E-87,Piwi-like protein 1,Gallus gallus (Chicken)
comp140028_c0_seq1,Q5R4I3,4E-16,UBX domain-containing protein 4 (UBX domain-containing protein 2),Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp140028_c2_seq4,A2AQ19,2E-114,RNA polymerase-associated protein RTF1 homolog,Mus musculus (Mouse)
comp140028_c3_seq1,A2AQ19,1E-12,RNA polymerase-associated protein RTF1 homolog,Mus musculus (Mouse)
comp140032_c0_seq1,Q1LUA6,0,Triple functional domain protein (EC 2.7.11.1),Danio rerio (Zebrafish) (Brachydanio rerio)
comp140032_c0_seq10,O15068,3E-63,Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein),Homo sapiens (Human)
comp140032_c0_seq14,Q6P720,2E-71,Rho guanine nucleotide exchange factor 25 (Guanine nucleotide exchange factor GEFT) (Rac/Cdc42/Rho exchange factor GEFT) (RhoA/Rac/Cdc42 guanine nucleotide exchange factor GEFT),Rattus norvegicus (Rat)
comp140032_c0_seq17,Q86VW2,6E-84,Rho guanine nucleotide exchange factor 25 (Guanine nucleotide exchange factor GEFT) (Rac/Cdc42/Rho exchange factor GEFT) (RhoA/Rac/Cdc42 guanine nucleotide exchange factor GEFT) (p63RhoGEF),Homo sapiens (Human)
comp140032_c0_seq18,Q1LUA6,3E-57,Triple functional domain protein (EC 2.7.11.1),Danio rerio (Zebrafish) (Brachydanio rerio)
comp140032_c0_seq19,Q86VW2,4E-39,Rho guanine nucleotide exchange factor 25 (Guanine nucleotide exchange factor GEFT) (Rac/Cdc42/Rho exchange factor GEFT) (RhoA/Rac/Cdc42 guanine nucleotide exchange factor GEFT) (p63RhoGEF),Homo sapiens (Human)
comp140032_c0_seq2,Q63406,3E-59,Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein) (OST oncogene),Rattus norvegicus (Rat)
comp140032_c0_seq5,Q96PX9,6E-51,Pleckstrin homology domain-containing family G member 4B (PH domain-containing family G member 4B),Homo sapiens (Human)
comp140032_c0_seq6,P10911,8E-58,Proto-oncogene DBL (Proto-oncogene MCF-2) [Cleaved into: MCF2-transforming protein; DBL-transforming protein],Homo sapiens (Human)
comp140032_c0_seq7,Q1LUA6,0,Triple functional domain protein (EC 2.7.11.1),Danio rerio (Zebrafish) (Brachydanio rerio)
comp140032_c0_seq8,P07751,3E-12,"""Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain)""",Gallus gallus (Chicken)
comp140032_c0_seq9,Q1LUA6,0,Triple functional domain protein (EC 2.7.11.1),Danio rerio (Zebrafish) (Brachydanio rerio)
comp140034_c1_seq1,Q5F3A2,6E-60,Charged multivesicular body protein 2b (Chromatin-modifying protein 2b) (CHMP2b),25h19
comp140034_c1_seq3,Q5F3A2,9E-60,Charged multivesicular body protein 2b (Chromatin-modifying protein 2b) (CHMP2b),25h19
comp140036_c0_seq1,Q9EPL8,4E-30,Importin-7 (Imp7) (Ran-binding protein 7) (RanBP7),Mus musculus (Mouse)
comp140036_c0_seq2,Q7TMY7,2E-07,Importin-8 (Imp8) (Ran-binding protein 8) (RanBP8),Mus musculus (Mouse)
comp140039_c0_seq14,P30568,7E-56,Glutathione S-transferase A (GST-A) (EC 2.5.1.18) (GST class-theta),Pleuronectes platessa (European plaice)
comp140043_c0_seq1,P24329,1E-55,Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese),Rattus norvegicus (Rat)
comp140044_c0_seq3,Q1RMR0,1E-17,DNA-directed RNA polymerase III subunit RPC7-like (RNA polymerase III subunit C7-like) (DNA-directed RNA polymerase III subunit G-like),Bos taurus (Bovine)
comp140047_c0_seq2,O60290,2E-07,Zinc finger protein 862,Homo sapiens (Human)
comp140049_c1_seq1,Q803M0,3E-30,Protein phosphatase 1 regulatory subunit 3B,Danio rerio (Zebrafish) (Brachydanio rerio)
comp140052_c0_seq1,Q5R8L2,1E-28,Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4),Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp140052_c0_seq2,Q9LS86,5E-06,Probable E3 ubiquitin protein ligase DRIPH (EC 6.3.2.-) (DREB2A-interacting protein homolog),Arabidopsis thaliana (Mouse-ear cress)
comp140052_c0_seq3,Q9BYE7,8E-36,Polycomb group RING finger protein 6 (Mel18 and Bmi1-like RING finger) (RING finger protein 134),Homo sapiens (Human)
comp140054_c0_seq2,A9JTP3,7E-41,Baculoviral IAP repeat-containing protein 7 (EC 6.3.2.-) (E3 ubiquitin-protein ligase EIAP) (Embryonic/Egg IAP) (EIAP/XLX),Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp140054_c0_seq4,O62640,5E-39,Putative inhibitor of apoptosis,Sus scrofa (Pig)
comp140057_c0_seq4,Q8IY33,8E-11,MICAL-like protein 2,Homo sapiens (Human)
comp140057_c2_seq1,Q4IJ84,3E-37,DNA repair protein RAD5 (EC 3.6.4.-),2724
comp140057_c2_seq2,O60177,1E-46,Uncharacterized ATP-dependent helicase C23E6.02 (EC 3.6.4.-),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
comp140057_c2_seq3,Q9UNY4,7E-149,Transcription termination factor 2 (EC 3.6.4.-) (Lodestar homolog) (RNA polymerase II termination factor) (Transcription release factor 2) (F2) (HuF2),Homo sapiens (Human)
comp140057_c2_seq4,P0CQ67,6E-34,DNA repair protein RAD5 (EC 3.6.4.-),Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)
comp140057_c2_seq6,Q9UNY4,2E-148,Transcription termination factor 2 (EC 3.6.4.-) (Lodestar homolog) (RNA polymerase II termination factor) (Transcription release factor 2) (F2) (HuF2),Homo sapiens (Human)
comp140057_c2_seq7,P0CQ67,1E-33,DNA repair protein RAD5 (EC 3.6.4.-),Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)
comp140057_c2_seq8,Q4IJ84,3E-30,DNA repair protein RAD5 (EC 3.6.4.-),2724
comp140059_c0_seq1,A6NNT2,3E-19,Putative uncharacterized protein C16orf96,Homo sapiens (Human)
comp140059_c0_seq2,Q9H0J4,7E-63,Glutamine-rich protein 2,Homo sapiens (Human)
comp140060_c0_seq4,Q8VCX6,5E-83,Kaptin,Mus musculus (Mouse)
comp140064_c0_seq3,Q9CY66,8E-45,H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1),Mus musculus (Mouse)
comp140065_c2_seq4,Q08DU1,2E-38,rRNA-processing protein UTP23 homolog,Bos taurus (Bovine)
comp140067_c0_seq1,Q9GM44,2E-122,HEAT repeat-containing protein 1 (Protein BAP28) (Fragment),Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
comp140067_c2_seq1,Q4P937,2E-22,U3 small nucleolar RNA-associated protein 10,Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)
comp140070_c0_seq1,Q54PB2,7E-07,Multiple RNA-binding domain-containing protein 1 (RNA-binding motif protein 19 homolog) (RNA-binding protein 19 homolog),G0284663
comp140070_c0_seq2,Q9UNP9,2E-87,Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E),Homo sapiens (Human)
comp140070_c0_seq3,Q8T6B9,5E-13,Poly(U)-binding-splicing factor half pint (Protein half pint) (68 kDa poly(U)-binding-splicing factor) (PUF60 homolog),Drosophila melanogaster (Fruit fly)
comp140072_c0_seq1,Q6NS45,2E-06,Coiled-coil domain-containing protein 66,Mus musculus (Mouse)
comp140072_c0_seq9,Q6NS45,2E-06,Coiled-coil domain-containing protein 66,Mus musculus (Mouse)
comp140076_c0_seq5,Q8JIS3,1E-34,D-erythrulose reductase (EC 1.1.1.162) (Probable L-xylulose reductase) (XR) (EC 1.1.1.10),Gallus gallus (Chicken)
comp140077_c0_seq1,P25708,0,"""NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)""",Bos taurus (Bovine)
comp140078_c0_seq2,Q66H59,3E-54,N-acetylneuraminate lyase (NALase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialate-pyruvate lyase) (Sialic acid aldolase) (Sialic acid lyase),Rattus norvegicus (Rat)
comp140079_c0_seq1,P55918,6E-51,Microfibril-associated glycoprotein 4 (36 kDa microfibril-associated glycoprotein) (36 kDa MAP),Bos taurus (Bovine)
comp140079_c0_seq2,Q00546,2E-50,Tenascin-R (TN-R) (Restrictin),Gallus gallus (Chicken)
comp140089_c0_seq1,P0CB05,1E-29,Centrosomal protein of 63 kDa (Cep63),Gallus gallus (Chicken)
comp140089_c0_seq4,Q5U3Z6,1E-17,Coiled-coil domain-containing protein 67,Rattus norvegicus (Rat)
comp140089_c0_seq6,P0CB05,1E-38,Centrosomal protein of 63 kDa (Cep63),Gallus gallus (Chicken)
comp140093_c0_seq3,Q27567,7E-157,"""Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)""",Drosophila ezoana (Fruit fly)
comp140093_c0_seq4,Q12264,4E-06,Putative uncharacterized protein YDL023C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
comp140094_c0_seq1,P20794,2E-177,Serine/threonine-protein kinase MAK (EC 2.7.11.22) (Male germ cell-associated kinase),Homo sapiens (Human)
